R202609000024,O202609008710,U10125,P10004,1,用了两天就坏了质量太差,2026-09-11 15:19:44,否,,3,3,感谢您的理解祝您生活愉快,2026-09-11 18:19:44
R202609000025,O202609001857,U10041,P10002,2,用了两天就坏了质量太差,2026-09-09 21:39:08,是,追评：质量比预期好,1,43,,
R202609000026,O202609004082,U10053,P10004,3,包装有点简陋东西没问题,2026-09-11 23:37:11,否,,1,41,,
R202609000027,O202609009553,U10038,P10019,4,物流超快第二天就到了包装完好,2026-09-08 17:22:49,否,,0,23,,
R202609000028,O202609002826,U10461,P10016,3,包装有点简陋东西没问题,2026-09-10 21:31:30,是,追评：质量比预期好,2,1,感谢您的理解祝您生活愉快,2026-09-11 00:31:30
R202609000029,O202609009603,U10418,P10020,4,价格实惠比实体店便宜很多,2026-09-13 09:24:57,否,,2,47,非常抱歉给您带来不好的体验我们会改进,2026-09-13 11:24:57
R202609000030,O202609001479,U10143,P10018,5,物流超快第二天就到了包装完好,2026-09-10 16:09:06,否,,0,27,非常抱歉给您带来不好的体验我们会改进,2026-09-10 19:09:06
R202609000031,O202609008266,U10493,P10002,5,物流超快第二天就到了包装完好,2026-09-13 11:59:47,否,,1,33,,
R202609000032,O202609009446,U10188,P10013,4,手机性价比超高续航一天没问题推荐购买,2026-09-06 08:43:11,否,,2,22,,
R202609000033,O202609000438,U10500,P10014,5,价格实惠比实体店便宜很多,2026-09-05 18:47:13,否,,0,20,感谢您的理解祝您生活愉快,2026-09-05 20:47:13
R202609000034,O202609003472,U10185,P10004,2,收到货发现有瑕疵要求换货,2026-09-07 09:37:12,否,,0,28,,
R202609000035,O202609007263,U10403,P10001,1,客服态度恶劣不理人,2026-09-09 12:31:29,否,,3,30,感谢您的认可欢迎下次光临,2026-09-09 14:31:29
R202609000036,O202609001865,U10170,P10003,5,质量很好做工精细值得购买,2026-09-07 14:53:17,是,追评：质量比预期好,3,9,非常抱歉给您带来不好的体验我们会改进,2026-09-07 16:53:17
R202609000037,O202609007177,U10102,P10018,5,保温效果很好外观也漂亮物流很快,2026-09-06 00:58:30,否,,1,41,已收到您的反馈我们会尽快处理,2026-09-06 04:58:30
R202609000038,O202609005190,U10394,P10014,4,保温效果很好外观也漂亮物流很快,2026-09-11 18:50:17,是,售后处理很快满意,1,27,,
R202609000039,O202609004867,U10423,P10006,1,客服态度恶劣不理人,2026-09-10 10:55:21,否,,2,44,,
R202609000040,O202609007697,U10404,P10007,5,质量很好做工精细值得购买,2026-09-05 20:18:21,否,,0,25,非常抱歉给您带来不好的体验我们会改进,2026-09-05 23:18:21
R202609000041,O202609002677,U10460,P10007,3,包装有点简陋东西没问题,2026-09-08 01:51:49,否,,3,34,已收到您的反馈我们会尽快处理,2026-09-08 03:51:49
R202609000042,O202609001676,U10253,P10005,4,保温效果很好外观也漂亮物流很快,2026-09-07 22:07:08,是,用了一段时间来追评确实不错,3,33,感谢您的认可欢迎下次光临,2026-09-08 02:07:08
R202609000043,O202609004395,U10145,P10001,2,客服态度恶劣不理人,2026-09-07 09:46:00,否,,0,5,已收到您的反馈我们会尽快处理,2026-09-07 14:46:00
R202609000044,O202609001220,U10249,P10004,4,价格实惠比实体店便宜很多,2026-09-05 12:17:14,否,,0,49,感谢您的理解祝您生活愉快,2026-09-05 14:17:14
R202609000045,O202609001379,U10302,P10015,5,价格实惠比实体店便宜很多,2026-09-07 08:04:58,否,,1,11,感谢您的理解祝您生活愉快,2026-09-07 10:04:58
R202609000046,O202609006418,U10247,P10006,3,一般般吧没有想象中好,2026-09-08 10:44:21,否,,1,46,,
R202609000047,O202609003232,U10279,P10003,4,绘本内容不错孩子很喜欢,2026-09-07 05:12:48,否,,3,36,非常抱歉给您带来不好的体验我们会改进,2026-09-07 09:12:48
R202609000048,O202609005210,U10016,P10009,5,价格实惠比实体店便宜很多,2026-09-13 01:51:14,否,,1,13,非常抱歉给您带来不好的体验我们会改进,2026-09-13 06:51:14
R202609000049,O202609001707,U10183,P10017,4,保温效果很好外观也漂亮物流很快,2026-09-13 15:53:45,是,售后处理很快满意,3,3,感谢您的理解祝您生活愉快,2026-09-13 18:53:45
R202609000050,O202609006738,U10177,P10005,5,客服态度好有问必答点赞,2026-09-06 21:28:05,否,,1,8,感谢您的认可欢迎下次光临,2026-09-07 00:28:05
R202609000051,O202609001681,U10452,P10014,4,物流超快第二天就到了包装完好,2026-09-05 07:39:03,是,用了一段时间来追评确实不错,1,41,,
R202609000052,O202609007575,U10252,P10011,4,客服态度好有问必答点赞,2026-09-10 14:20:11,是,售后处理很快满意,0,0,,
R202609000053,O202609003652,U10486,P10002,5,保温效果很好外观也漂亮物流很快,2026-09-06 11:27:44,否,,2,49,已收到您的反馈我们会尽快处理,2026-09-06 15:27:44
R202609000054,O202609002833,U10332,P10006,4,颜色正没有色差穿着舒服,2026-09-05 06:42:33,否,,1,15,感谢您的理解祝您生活愉快,2026-09-05 08:42:33
R202609000055,O202609000041,U10470,P10010,5,绘本内容不错孩子很喜欢,2026-09-14 10:30:18,否,,1,36,已收到您的反馈我们会尽快处理,2026-09-14 13:30:18
R202609000056,O202609008013,U10374,P10019,3,质量凑合对得起这个价格,2026-09-11 15:28:34,否,,1,30,非常抱歉给您带来不好的体验我们会改进,2026-09-11 19:28:34
R202609000057,O202609009710,U10035,P10004,4,物流超快第二天就到了包装完好,2026-09-13 08:35:10,否,,3,18,感谢您的认可欢迎下次光临,2026-09-13 10:35:10
R202609000058,O202609003860,U10244,P10020,4,手机性价比超高续航一天没问题推荐购买,2026-09-06 01:23:44,否,,3,41,感谢您的认可欢迎下次光临,2026-09-06 04:23:44
R202609000059,O202609004963,U10356,P10015,2,收到货发现有瑕疵要求换货,2026-09-11 21:04:51,是,追评：质量比预期好,1,39,,
R202609000060,O202609006830,U10125,P10004,3,东西还行就是发货慢了点,2026-09-14 22:59:00,否,,1,4,感谢您的理解祝您生活愉快,2026-09-14 23:59:00
R202609000061,O202609005485,U10005,P10001,5,价格实惠比实体店便宜很多,2026-09-13 12:17:49,否,,3,19,感谢您的理解祝您生活愉快,2026-09-13 14:17:49
R202609000062,O202609004084,U10119,P10020,4,价格实惠比实体店便宜很多,2026-09-10 15:37:16,否,,1,35,已收到您的反馈我们会尽快处理,2026-09-10 16:37:16
R202609000063,O202609001679,U10411,P10020,4,质量很好做工精细值得购买,2026-09-09 12:32:19,否,,3,14,已收到您的反馈我们会尽快处理,2026-09-09 16:32:19
R202609000064,O202609008230,U10481,P10004,3,东西还行就是发货慢了点,2026-09-14 02:37:12,否,,2,28,,
R202609000065,O202609006184,U10313,P10015,5,手机性价比超高续航一天没问题推荐购买,2026-09-13 18:00:23,否,,3,16,,
R202609000066,O202609003099,U10068,P10015,3,包装有点简陋东西没问题,2026-09-09 22:53:34,否,,2,21,,
R202609000067,O202609001772,U10186,P10006,4,客服态度好有问必答点赞,2026-09-10 06:59:02,否,,2,0,感谢您的理解祝您生活愉快,2026-09-10 07:59:02
R202609000068,O202609000862,U10053,P10017,2,鞋子偏小一码穿了半天脚疼,2026-09-12 10:18:27,否,,0,43,非常抱歉给您带来不好的体验我们会改进,2026-09-12 12:18:27
R202609000069,O202609001780,U10219,P10006,5,价格实惠比实体店便宜很多,2026-09-12 09:31:47,否,,1,28,感谢您的理解祝您生活愉快,2026-09-12 12:31:47
R202609000070,O202609002756,U10372,P10019,2,物流慢得要死等了一周,2026-09-13 02:10:29,否,,0,26,感谢您的认可欢迎下次光临,2026-09-13 07:10:29
R202609000071,O202609000017,U10202,P10002,3,质量凑合对得起这个价格,2026-09-11 22:44:27,否,,0,8,感谢您的认可欢迎下次光临,2026-09-12 00:44:27
R202609000072,O202609001035,U10130,P10004,4,质量很好做工精细值得购买,2026-09-09 04:43:41,否,,3,22,感谢您的认可欢迎下次光临,2026-09-09 07:43:41
R202609000073,O202609008819,U10166,P10019,5,物流超快第二天就到了包装完好,2026-09-08 12:17:49,否,,0,31,,
R202609000074,O202609009931,U10414,P10015,5,客服态度好有问必答点赞,2026-09-12 05:03:42,否,,0,20,感谢您的认可欢迎下次光临,2026-09-12 08:03:42
R202609000075,O202609006988,U10136,P10018,3,一般般吧没有想象中好,2026-09-07 02:29:04,否,,3,19,非常抱歉给您带来不好的体验我们会改进,2026-09-07 05:29:04
R202609000076,O202609005372,U10021,P10015,2,客服态度恶劣不理人,2026-09-11 17:24:49,否,,1,40,感谢您的理解祝您生活愉快,2026-09-11 21:24:49
R202609000077,O202609000648,U10017,P10011,5,物流超快第二天就到了包装完好,2026-09-06 09:46:39,否,,1,17,非常抱歉给您带来不好的体验我们会改进,2026-09-06 11:46:39
R202609000078,O202609006865,U10468,P10005,5,物流超快第二天就到了包装完好,2026-09-13 11:50:38,否,,2,23,感谢您的认可欢迎下次光临,2026-09-13 14:50:38
R202609000079,O202609001467,U10010,P10007,3,包装有点简陋东西没问题,2026-09-09 23:13:21,否,,1,28,非常抱歉给您带来不好的体验我们会改进,2026-09-10 00:13:21
R202609000080,O202609001874,U10475,P10019,5,颜色正没有色差穿着舒服,2026-09-13 06:41:42,否,,1,43,非常抱歉给您带来不好的体验我们会改进,2026-09-13 08:41:42
R202609000081,O202609002745,U10123,P10001,5,手机性价比超高续航一天没问题推荐购买,2026-09-06 01:31:32,是,用了一段时间来追评确实不错,0,33,,
R202609000082,O202609003447,U10123,P10001,3,包装有点简陋东西没问题,2026-09-11 01:14:38,是,售后处理很快满意,3,22,感谢您的认可欢迎下次光临,2026-09-11 05:14:38
R202609000083,O202609005028,U10121,P10017,4,手机性价比超高续航一天没问题推荐购买,2026-09-05 07:21:36,否,,0,33,非常抱歉给您带来不好的体验我们会改进,2026-09-05 10:21:36
R202609000084,O202609009701,U10177,P10015,5,物流超快第二天就到了包装完好,2026-09-08 15:52:33,否,,1,7,感谢您的认可欢迎下次光临,2026-09-08 17:52:33
R202609000085,O202609002048,U10362,P10006,4,手机性价比超高续航一天没问题推荐购买,2026-09-14 20:13:08,否,,1,36,,
R202609000086,O202609008801,U10060,P10009,5,质量很好做工精细值得购买,2026-09-09 09:35:17,否,,3,50,感谢您的认可欢迎下次光临,2026-09-09 12:35:17
R202609000087,O202609003512,U10384,P10005,4,价格实惠比实体店便宜很多,2026-09-09 02:34:04,否,,2,12,感谢您的理解祝您生活愉快,2026-09-09 05:34:04
R202609000088,O202609004361,U10184,P10009,4,颜色正没有色差穿着舒服,2026-09-05 01:45:13,是,追评：发现了一些问题希望改进,3,43,已收到您的反馈我们会尽快处理,2026-09-05 04:45:13
R202609000089,O202609000736,U10024,P10003,4,手机性价比超高续航一天没问题推荐购买,2026-09-10 21:58:45,是,追评：发现了一些问题希望改进,3,26,,
R202609000090,O202609008144,U10215,P10020,4,物流超快第二天就到了包装完好,2026-09-13 01:03:51,否,,3,43,,
R202609000091,O202609008446,U10238,P10008,5,物流超快第二天就到了包装完好,2026-09-14 20:16:55,否,,0,34,,
R202609000092,O202609006944,U10405,P10002,4,颜色正没有色差穿着舒服,2026-09-05 09:41:37,是,追评：质量比预期好,2,11,感谢您的理解祝您生活愉快,2026-09-05 12:41:37
R202609000093,O202609002798,U10494,P10019,4,手机性价比超高续航一天没问题推荐购买,2026-09-14 22:44:37,否,,0,22,非常抱歉给您带来不好的体验我们会改进,2026-09-15 03:44:37
R202609000094,O202609003277,U10489,P10014,4,保温效果很好外观也漂亮物流很快,2026-09-12 19:22:46,否,,1,34,已收到您的反馈我们会尽快处理,2026-09-12 20:22:46
R202609000095,O202609000352,U10391,P10016,5,价格实惠比实体店便宜很多,2026-09-13 14:30:58,否,,2,48,,
R202609000096,O202609007800,U10014,P10009,4,绘本内容不错孩子很喜欢,2026-09-09 11:31:52,否,,1,50,感谢您的理解祝您生活愉快,2026-09-09 12:31:52
R202609000097,O202609008865,U10191,P10015,5,手机性价比超高续航一天没问题推荐购买,2026-09-07 01:16:48,否,,2,31,,
R202609000098,O202609003267,U10142,P10015,5,质量很好做工精细值得购买,2026-09-11 18:28:18,否,,1,34,感谢您的认可欢迎下次光临,2026-09-11 21:28:18
R202609000099,O202609009640,U10436,P10005,5,价格实惠比实体店便宜很多,2026-09-14 17:31:20,否,,3,50,感谢您的认可欢迎下次光临,2026-09-14 22:31:20
R202609000100,O202609004460,U10327,P10007,2,收到货发现有瑕疵要求换货,2026-09-13 00:25:00,是,售后处理很快满意,3,28,感谢您的理解祝您生活愉快,2026-09-13 02:25:00
R202609000101,O202609002157,U10287,P10006,4,物流超快第二天就到了包装完好,2026-09-07 02:04:51,否,,0,39,,
R202609000102,O202609004009,U10193,P10017,3,质量凑合对得起这个价格,2026-09-12 06:28:44,否,,3,31,感谢您的理解祝您生活愉快,2026-09-12 10:28:44
R202609000103,O202609009742,U10374,P10011,5,质量很好做工精细值得购买,2026-09-08 03:59:07,否,,2,50,感谢您的理解祝您生活愉快,2026-09-08 08:59:07
R202609000104,O202609004126,U10258,P10008,5,价格实惠比实体店便宜很多,2026-09-14 15:30:39,否,,2,13,已收到您的反馈我们会尽快处理,2026-09-14 16:30:39
R202609000105,O202609008728,U10229,P10006,4,颜色正没有色差穿着舒服,2026-09-14 19:10:13,否,,2,30,,
R202609000106,O202609001067,U10423,P10004,4,客服态度好有问必答点赞,2026-09-05 23:55:32,否,,3,25,,
R202609000107,O202609004723,U10485,P10002,5,物流超快第二天就到了包装完好,2026-09-06 05:20:06,是,售后处理很快满意,3,20,,
R202609000108,O202609007391,U10404,P10015,5,手机性价比超高续航一天没问题推荐购买,2026-09-12 10:43:33,否,,2,32,已收到您的反馈我们会尽快处理,2026-09-12 13:43:33
R202609000109,O202609001170,U10437,P10019,4,客服态度好有问必答点赞,2026-09-13 12:23:42,否,,1,38,非常抱歉给您带来不好的体验我们会改进,2026-09-13 13:23:42
R202609000110,O202609008895,U10219,P10020,5,质量很好做工精细值得购买,2026-09-09 03:43:02,否,,0,1,非常抱歉给您带来不好的体验我们会改进,2026-09-09 05:43:02
R202609000111,O202609008523,U10368,P10001,4,价格实惠比实体店便宜很多,2026-09-12 20:47:06,否,,1,44,,
R202609000112,O202609007161,U10416,P10006,4,质量很好做工精细值得购买,2026-09-10 09:08:05,是,售后处理很快满意,3,5,非常抱歉给您带来不好的体验我们会改进,2026-09-10 10:08:05
R202609000113,O202609002411,U10057,P10006,4,物流超快第二天就到了包装完好,2026-09-10 21:00:21,是,追评：质量比预期好,2,48,已收到您的反馈我们会尽快处理,2026-09-11 01:00:21
R202609000114,O202609008108,U10011,P10015,4,绘本内容不错孩子很喜欢,2026-09-13 15:29:32,否,,3,24,,
R202609000115,O202609003669,U10484,P10018,5,客服态度好有问必答点赞,2026-09-08 03:30:14,否,,2,36,,
R202609000116,O202609004746,U10216,P10007,3,一般般吧没有想象中好,2026-09-14 02:00:29,否,,0,15,非常抱歉给您带来不好的体验我们会改进,2026-09-14 04:00:29
R202609000117,O202609006720,U10457,P10005,5,颜色正没有色差穿着舒服,2026-09-10 02:08:49,否,,2,4,感谢您的理解祝您生活愉快,2026-09-10 06:08:49
R202609000118,O202609005433,U10414,P10002,4,绘本内容不错孩子很喜欢,2026-09-05 17:26:57,否,,1,46,,
R202609000119,O202609007715,U10094,P10019,4,质量很好做工精细值得购买,2026-09-12 01:57:52,否,,2,11,已收到您的反馈我们会尽快处理,2026-09-12 06:57:52
R202609000120,O202609009841,U10112,P10002,4,绘本内容不错孩子很喜欢,2026-09-13 05:53:19,是,售后处理很快满意,0,7,非常抱歉给您带来不好的体验我们会改进,2026-09-13 06:53:19
R202609000121,O202609009281,U10080,P10011,4,保温效果很好外观也漂亮物流很快,2026-09-08 00:58:04,否,,2,42,,
R202609000122,O202609002478,U10350,P10012,3,包装有点简陋东西没问题,2026-09-07 03:05:46,否,,2,10,感谢您的理解祝您生活愉快,2026-09-07 07:05:46
R202609000123,O202609008792,U10250,P10017,4,客服态度好有问必答点赞,2026-09-06 04:27:48,否,,3,4,感谢您的理解祝您生活愉快,2026-09-06 07:27:48
R202609000124,O202609006694,U10382,P10009,2,跟描述完全不符要求退货,2026-09-13 18:11:28,否,,3,49,感谢您的理解祝您生活愉快,2026-09-13 22:11:28
R202609000125,O202609006801,U10411,P10016,5,保温效果很好外观也漂亮物流很快,2026-09-14 10:06:43,否,,1,16,感谢您的认可欢迎下次光临,2026-09-14 14:06:43
R202609000126,O202609004256,U10188,P10003,4,物流超快第二天就到了包装完好,2026-09-12 02:23:04,否,,1,46,非常抱歉给您带来不好的体验我们会改进,2026-09-12 07:23:04
R202609000127,O202609004410,U10171,P10001,4,价格实惠比实体店便宜很多,2026-09-11 20:04:17,否,,0,35,非常抱歉给您带来不好的体验我们会改进,2026-09-12 00:04:17
R202609000128,O202609005218,U10053,P10015,5,物流超快第二天就到了包装完好,2026-09-12 06:44:27,否,,0,11,,
R202609000129,O202609008142,U10386,P10010,5,质量很好做工精细值得购买,2026-09-08 16:04:51,是,追评：质量比预期好,2,2,,
R202609000130,O202609003477,U10183,P10010,5,绘本内容不错孩子很喜欢,2026-09-13 04:51:26,否,,1,42,感谢您的理解祝您生活愉快,2026-09-13 08:51:26
R202609000131,O202609008982,U10355,P10020,1,鞋子偏小一码穿了半天脚疼,2026-09-07 03:02:45,否,,0,32,感谢您的认可欢迎下次光临,2026-09-07 07:02:45
R202609000132,O202609009960,U10437,P10005,4,质量很好做工精细值得购买,2026-09-11 19:10:02,否,,3,7,感谢您的理解祝您生活愉快,2026-09-11 21:10:02
R202609000133,O202609008807,U10234,P10006,3,包装有点简陋东西没问题,2026-09-14 13:10:10,否,,2,49,感谢您的理解祝您生活愉快,2026-09-14 16:10:10
R202609000134,O202609005741,U10466,P10009,5,手机性价比超高续航一天没问题推荐购买,2026-09-12 10:11:11,否,,2,42,已收到您的反馈我们会尽快处理,2026-09-12 14:11:11
R202609000135,O202609000690,U10428,P10004,5,价格实惠比实体店便宜很多,2026-09-13 07:51:15,否,,0,33,感谢您的理解祝您生活愉快,2026-09-13 08:51:15
R202609000136,O202609006120,U10426,P10006,4,保温效果很好外观也漂亮物流很快,2026-09-14 23:59:55,否,,0,3,已收到您的反馈我们会尽快处理,2026-09-15 02:59:55
R202609000137,O202609009286,U10216,P10011,5,物流超快第二天就到了包装完好,2026-09-14 08:43:58,否,,0,29,感谢您的理解祝您生活愉快,2026-09-14 11:43:58
R202609000138,O202609003493,U10303,P10012,5,质量很好做工精细值得购买,2026-09-12 03:03:23,否,,0,9,已收到您的反馈我们会尽快处理,2026-09-12 05:03:23
R202609000139,O202609000951,U10157,P10010,4,颜色正没有色差穿着舒服,2026-09-09 16:11:15,否,,2,11,感谢您的认可欢迎下次光临,2026-09-09 18:11:15
R202609000140,O202609004167,U10266,P10016,4,客服态度好有问必答点赞,2026-09-09 19:28:22,否,,3,8,,
R202609000141,O202609005811,U10179,P10019,5,质量很好做工精细值得购买,2026-09-12 06:44:41,是,售后处理很快满意,2,2,,
R202609000142,O202609002888,U10174,P10015,4,质量很好做工精细值得购买,2026-09-08 17:22:39,是,追评：发现了一些问题希望改进,3,33,,
R202609000143,O202609002418,U10160,P10013,4,手机性价比超高续航一天没问题推荐购买,2026-09-08 09:44:45,是,追评：发现了一些问题希望改进,0,50,感谢您的理解祝您生活愉快,2026-09-08 11:44:45
R202609000144,O202609001762,U10030,P10012,5,价格实惠比实体店便宜很多,2026-09-14 08:11:09,是,售后处理很快满意,1,38,感谢您的理解祝您生活愉快,2026-09-14 09:11:09
R202609000145,O202609001761,U10307,P10016,1,客服态度恶劣不理人,2026-09-09 04:59:28,否,,0,2,,
R202609000146,O202609000477,U10455,P10015,5,手机性价比超高续航一天没问题推荐购买,2026-09-11 12:50:53,否,,3,39,已收到您的反馈我们会尽快处理,2026-09-11 15:50:53
R202609000147,O202609007160,U10337,P10010,4,客服态度好有问必答点赞,2026-09-09 06:09:00,否,,0,24,非常抱歉给您带来不好的体验我们会改进,2026-09-09 09:09:00
R202609000148,O202609004712,U10141,P10017,5,绘本内容不错孩子很喜欢,2026-09-07 21:37:27,否,,3,14,,
R202609000149,O202609005803,U10423,P10014,5,绘本内容不错孩子很喜欢,2026-09-07 21:00:38,否,,0,37,感谢您的理解祝您生活愉快,2026-09-07 22:00:38
R202609000150,O202609007296,U10213,P10007,5,客服态度好有问必答点赞,2026-09-12 05:20:10,否,,1,19,感谢您的理解祝您生活愉快,2026-09-12 10:20:10
R202609000151,O202609003574,U10140,P10015,5,客服态度好有问必答点赞,2026-09-09 11:45:19,是,追评：发现了一些问题希望改进,2,22,,
R202609000152,O202609003039,U10376,P10008,5,绘本内容不错孩子很喜欢,2026-09-05 19:09:54,否,,3,7,,
R202609000153,O202609005787,U10224,P10010,5,颜色正没有色差穿着舒服,2026-09-06 02:25:11,否,,3,1,非常抱歉给您带来不好的体验我们会改进,2026-09-06 06:25:11
R202609000154,O202609001997,U10119,P10017,4,保温效果很好外观也漂亮物流很快,2026-09-14 10:39:21,否,,1,7,感谢您的认可欢迎下次光临,2026-09-14 12:39:21
R202609000155,O202609006568,U10039,P10011,4,手机性价比超高续航一天没问题推荐购买,2026-09-11 02:22:11,否,,2,46,,
R202609000156,O202609003389,U10317,P10005,5,保温效果很好外观也漂亮物流很快,2026-09-12 21:04:59,否,,2,43,,
R202609000157,O202609007324,U10422,P10006,5,价格实惠比实体店便宜很多,2026-09-11 17:08:23,否,,1,41,感谢您的理解祝您生活愉快,2026-09-11 20:08:23
R202609000158,O202609006197,U10437,P10008,5,保温效果很好外观也漂亮物流很快,2026-09-14 00:53:33,否,,1,23,已收到您的反馈我们会尽快处理,2026-09-14 04:53:33
R202609000159,O202609001709,U10305,P10010,5,保温效果很好外观也漂亮物流很快,2026-09-11 09:50:46,否,,3,4,,
R202609000160,O202609009847,U10188,P10020,4,保温效果很好外观也漂亮物流很快,2026-09-14 06:13:41,否,,0,33,,
R202609000161,O202609007726,U10060,P10012,5,手机性价比超高续航一天没问题推荐购买,2026-09-06 19:11:12,是,售后处理很快满意,0,42,非常抱歉给您带来不好的体验我们会改进,2026-09-07 00:11:12
R202609000162,O202609000880,U10055,P10018,2,跟描述完全不符要求退货,2026-09-05 09:57:15,否,,0,36,已收到您的反馈我们会尽快处理,2026-09-05 10:57:15
R202609000163,O202609008975,U10448,P10017,1,收到货发现有瑕疵要求换货,2026-09-08 11:21:47,否,,0,49,,
R202609000164,O202609002596,U10148,P10009,3,包装有点简陋东西没问题,2026-09-05 00:36:05,否,,1,5,感谢您的认可欢迎下次光临,2026-09-05 05:36:05
R202609000165,O202609009532,U10329,P10013,1,收到货发现有瑕疵要求换货,2026-09-11 11:43:15,否,,2,8,已收到您的反馈我们会尽快处理,2026-09-11 16:43:15
R202609000166,O202609006411,U10249,P10013,5,手机性价比超高续航一天没问题推荐购买,2026-09-11 15:17:14,否,,0,15,,
R202609000167,O202609009468,U10211,P10012,4,价格实惠比实体店便宜很多,2026-09-12 07:13:18,否,,0,50,已收到您的反馈我们会尽快处理,2026-09-12 10:13:18
R202609000168,O202609000757,U10449,P10005,5,手机性价比超高续航一天没问题推荐购买,2026-09-12 13:27:02,是,追评：质量比预期好,2,17,,
R202609000169,O202609004125,U10130,P10014,3,一般般吧没有想象中好,2026-09-05 12:24:08,否,,3,38,感谢您的认可欢迎下次光临,2026-09-05 17:24:08
R202609000170,O202609004745,U10086,P10013,1,客服态度恶劣不理人,2026-09-05 14:42:12,否,,1,19,感谢您的理解祝您生活愉快,2026-09-05 15:42:12
R202609000171,O202609008327,U10091,P10015,5,颜色正没有色差穿着舒服,2026-09-13 01:48:43,否,,0,22,,
R202609000172,O202609007611,U10244,P10012,5,保温效果很好外观也漂亮物流很快,2026-09-13 07:31:53,否,,1,2,感谢您的理解祝您生活愉快,2026-09-13 12:31:53
R202609000173,O202609004767,U10153,P10017,4,价格实惠比实体店便宜很多,2026-09-07 23:25:05,否,,1,36,感谢您的理解祝您生活愉快,2026-09-08 01:25:05
