O202609000028,U10136,P10013,7,已完成,已支付,518.00,5.18,512.82,支付宝,APP,2026-09-08 06:54:47,2026-09-08 06:55:47,2026-09-08 09:57:47,2026-09-10 23:57:47,0,,,
O202609000029,U10070,P10005,4,已完成,已支付,89.90,10.79,79.11,微信,APP,2026-09-05 02:08:38,2026-09-05 02:09:38,2026-09-05 15:20:38,2026-09-08 22:20:38,0,,,
O202609000030,U10214,P10001,5,已发货,已支付,897.00,62.79,834.21,支付宝,H5,2026-09-11 22:40:38,2026-09-11 22:54:38,2026-09-12 14:55:38,,0,,,
O202609000031,U10148,P10005,1,已完成,已支付,89.90,8.09,81.81,银行卡,PC,2026-09-12 14:24:22,2026-09-12 14:51:22,2026-09-12 16:52:22,2026-09-16 09:52:22,0,,,
O202609000032,U10499,P10008,2,已支付,已支付,119.80,4.79,115.01,微信,APP,2026-09-05 03:16:38,2026-09-05 03:45:38,,,0,,,
O202609000033,U10443,P10011,3,已发货,已支付,1599.00,47.97,1551.03,支付宝,小程序,2026-09-10 23:10:01,2026-09-10 23:19:01,2026-09-11 18:17:01,,1,申请中,描述不符,2026-09-13 23:10:01
O202609000034,U10490,P10013,1,已支付,已支付,518.00,10.36,507.64,微信,小程序,2026-09-06 12:05:12,2026-09-06 12:16:12,,,0,,,
O202609000035,U10459,P10015,1,已支付,已支付,1999.00,259.87,1739.13,银行卡,APP,2026-09-06 04:50:05,2026-09-06 04:59:05,,,0,,,
O202609000036,U10144,P10002,4,已发货,已支付,1299.00,103.92,1195.08,微信,APP,2026-09-06 20:46:40,2026-09-06 20:55:40,2026-09-06 21:49:40,,0,,,
O202609000037,U10366,P10020,2,已完成,已支付,498.00,64.74,433.26,微信,APP,2026-09-10 19:41:09,2026-09-10 19:55:09,2026-09-10 21:03:09,2026-09-13 14:03:09,0,,,
O202609000038,U10249,P10011,8,已完成,已支付,3198.00,447.72,2750.28,支付宝,小程序,2026-09-07 11:27:07,2026-09-07 11:36:07,2026-09-07 23:47:07,2026-09-11 03:47:07,1,审核通过,描述不符,2026-09-15 03:47:07
O202609000039,U10164,P10011,3,已支付,已支付,4797.00,863.46,3933.54,支付宝,小程序,2026-09-01 08:34:35,2026-09-01 08:35:35,,,0,,,
O202609000040,U10392,P10007,8,已支付,已支付,1377.00,123.93,1253.07,支付宝,APP,2026-09-14 01:07:10,2026-09-14 01:34:10,,,0,,,
O202609000041,U10468,P10006,9,已取消,未支付,129.00,2.58,126.42,支付宝,小程序,2026-09-08 09:09:01,,,,0,,,
O202609000042,U10455,P10002,6,已完成,已支付,1299.00,233.82,1065.18,支付宝,APP,2026-09-08 23:44:06,2026-09-08 23:51:06,2026-09-09 12:01:06,2026-09-12 16:01:06,0,,,
O202609000043,U10404,P10012,8,已完成,已支付,158.00,3.16,154.84,微信,小程序,2026-09-11 05:27:24,2026-09-11 05:31:24,2026-09-11 21:46:24,2026-09-13 10:46:24,0,,,
O202609000044,U10043,P10012,9,已完成,已支付,158.00,9.48,148.52,支付宝,PC,2026-09-09 20:41:07,2026-09-09 20:58:07,2026-09-10 18:49:07,2026-09-12 14:49:07,1,已退换,质量问题,2026-09-17 14:49:07
O202609000045,U10208,P10019,6,待支付,未支付,2097.00,20.97,2076.03,货到付款,APP,2026-09-05 13:21:46,,,,0,,,
O202609000046,U10377,P10014,5,已完成,已支付,1299.00,194.85,1104.15,微信,H5,2026-09-08 22:04:32,2026-09-08 22:28:32,2026-09-09 19:14:32,2026-09-10 20:14:32,0,,,
O202609000047,U10081,P10008,3,已完成,已支付,119.80,19.17,100.63,微信,APP,2026-09-02 23:57:58,2026-09-03 00:20:58,2026-09-03 19:22:58,2026-09-06 07:22:58,0,,,
O202609000048,U10233,P10009,7,已完成,已支付,899.00,53.94,845.06,微信,PC,2026-09-07 11:31:08,2026-09-07 11:52:08,2026-09-08 04:33:08,2026-09-10 05:33:08,0,,,
O202609000049,U10194,P10013,8,待支付,未支付,777.00,69.93,707.07,支付宝,H5,2026-09-11 11:10:22,,,,0,,,
O202609000050,U10433,P10015,2,已支付,已支付,1999.00,219.89,1779.11,货到付款,H5,2026-09-08 22:11:01,2026-09-08 22:26:01,,,0,,,
O202609000051,U10104,P10002,2,已完成,已支付,1299.00,25.98,1273.02,银行卡,APP,2026-09-01 08:37:09,2026-09-01 09:04:09,2026-09-02 03:49:09,2026-09-04 10:49:09,0,,,
O202609000052,U10131,P10018,1,已完成,已支付,178.00,21.36,156.64,微信,PC,2026-09-12 21:48:47,2026-09-12 22:02:47,2026-09-13 11:52:47,2026-09-15 21:52:47,0,,,
O202609000053,U10354,P10014,1,已完成,已支付,2598.00,519.60,2078.40,银行卡,APP,2026-09-12 19:19:14,2026-09-12 19:49:14,2026-09-13 10:23:14,2026-09-16 19:23:14,1,已退换,质量问题,2026-09-21 19:23:14
O202609000054,U10486,P10015,10,已退款,已退款,1999.00,19.99,1979.01,微信,小程序,2026-09-05 11:42:08,2026-09-05 11:50:08,,,0,,,
O202609000055,U10359,P10004,1,已退款,已退款,1198.00,35.94,1162.06,支付宝,小程序,2026-09-13 15:47:23,2026-09-13 15:52:23,,,0,,,
O202609000056,U10013,P10013,2,待支付,未支付,259.00,51.80,207.20,微信,APP,2026-09-10 02:14:30,,,,0,,,
O202609000057,U10256,P10003,10,已完成,已支付,398.00,15.92,382.08,银行卡,H5,2026-09-04 13:43:17,2026-09-04 14:03:17,2026-09-05 08:57:17,2026-09-07 18:57:17,0,,,
O202609000058,U10210,P10009,7,已完成,已支付,1798.00,197.78,1600.22,支付宝,小程序,2026-09-11 14:32:46,2026-09-11 14:44:46,2026-09-12 10:33:46,2026-09-14 20:33:46,1,审核通过,质量问题,2026-09-21 20:33:46
O202609000059,U10021,P10002,5,已完成,已支付,3897.00,38.97,3858.03,微信,PC,2026-09-12 04:49:45,2026-09-12 04:51:45,2026-09-12 13:16:45,2026-09-14 14:16:45,0,,,
O202609000060,U10360,P10001,3,已发货,已支付,897.00,170.43,726.57,银行卡,小程序,2026-09-06 15:38:52,2026-09-06 15:43:52,2026-09-07 05:56:52,,0,,,
O202609000061,U10221,P10013,9,已发货,已支付,259.00,10.36,248.64,银行卡,小程序,2026-09-07 05:14:53,2026-09-07 05:34:53,2026-09-07 13:43:53,,0,,,
O202609000062,U10031,P10011,1,已完成,已支付,1599.00,239.85,1359.15,支付宝,APP,2026-09-01 07:23:07,2026-09-01 07:43:07,2026-09-01 08:28:07,2026-09-05 01:28:07,0,,,
O202609000063,U10061,P10017,1,已取消,未支付,399.00,51.87,347.13,支付宝,PC,2026-09-08 12:35:26,,,,0,,,
O202609000064,U10287,P10004,7,已支付,已支付,1797.00,233.61,1563.39,银行卡,PC,2026-09-11 18:36:02,2026-09-11 18:55:02,,,0,,,
O202609000065,U10355,P10003,5,已完成,已支付,597.00,101.49,495.51,微信,H5,2026-09-03 07:07:06,2026-09-03 07:28:06,2026-09-03 17:25:06,2026-09-05 13:25:06,0,,,
O202609000066,U10012,P10018,7,已发货,已支付,178.00,10.68,167.32,银行卡,PC,2026-09-14 11:59:32,2026-09-14 12:29:32,2026-09-14 21:01:32,,0,,,
O202609000067,U10290,P10015,5,已完成,已支付,1999.00,319.84,1679.16,微信,PC,2026-09-11 07:14:42,2026-09-11 07:42:42,2026-09-12 02:32:42,2026-09-13 06:32:42,0,,,
O202609000068,U10096,P10006,3,已支付,已支付,258.00,41.28,216.72,货到付款,小程序,2026-09-03 08:54:58,2026-09-03 09:23:58,,,0,,,
O202609000069,U10165,P10013,9,已取消,未支付,259.00,31.08,227.92,微信,PC,2026-09-05 05:50:27,,,,1,已退换,其他,2026-09-06 05:50:27
O202609000070,U10135,P10020,10,已支付,已支付,249.00,39.84,209.16,微信,小程序,2026-09-05 11:36:42,2026-09-05 11:57:42,,,0,,,
O202609000071,U10044,P10017,10,已发货,已支付,399.00,11.97,387.03,支付宝,APP,2026-09-05 14:15:49,2026-09-05 14:35:49,2026-09-06 08:16:49,,0,,,
O202609000072,U10105,P10014,5,已完成,已支付,3897.00,38.97,3858.03,微信,APP,2026-09-04 19:03:43,2026-09-04 19:26:43,2026-09-05 00:19:43,2026-09-08 13:19:43,0,,,
O202609000073,U10380,P10005,1,已完成,已支付,179.80,26.97,152.83,微信,小程序,2026-09-11 01:59:54,2026-09-11 02:16:54,2026-09-12 00:16:54,2026-09-14 18:16:54,0,,,
O202609000074,U10409,P10005,10,待支付,未支付,179.80,23.37,156.43,货到付款,H5,2026-09-08 10:10:56,,,,0,,,
O202609000075,U10475,P10009,6,已发货,已支付,2697.00,539.40,2157.60,支付宝,APP,2026-09-13 16:01:23,2026-09-13 16:20:23,2026-09-13 19:13:23,,0,,,
O202609000076,U10362,P10009,10,已发货,已支付,2697.00,404.55,2292.45,支付宝,APP,2026-09-10 17:40:13,2026-09-10 18:06:13,2026-09-11 07:50:13,,0,,,
O202609000077,U10416,P10002,9,已发货,已支付,1299.00,207.84,1091.16,支付宝,小程序,2026-09-02 01:05:48,2026-09-02 01:28:48,2026-09-02 23:19:48,,0,,,
O202609000078,U10309,P10014,4,已发货,已支付,2598.00,467.64,2130.36,银行卡,PC,2026-09-07 13:00:37,2026-09-07 13:03:37,2026-09-08 11:03:37,,0,,,
O202609000079,U10231,P10004,9,已完成,已支付,1198.00,191.68,1006.32,支付宝,APP,2026-09-07 05:01:58,2026-09-07 05:16:58,2026-09-08 03:13:58,2026-09-09 10:13:58,0,,,
O202609000080,U10160,P10016,8,已发货,已支付,318.00,15.90,302.10,支付宝,PC,2026-09-14 13:13:16,2026-09-14 13:31:16,2026-09-14 14:21:16,,0,,,
O202609000081,U10269,P10017,6,已发货,已支付,399.00,67.83,331.17,微信,H5,2026-09-08 22:04:54,2026-09-08 22:08:54,2026-09-09 02:32:54,,0,,,
O202609000082,U10028,P10008,4,已退款,已退款,59.90,6.59,53.31,支付宝,H5,2026-09-10 19:31:45,2026-09-10 19:43:45,,,0,,,
O202609000083,U10182,P10003,9,待支付,未支付,398.00,79.60,318.40,货到付款,小程序,2026-09-10 16:36:03,,,,1,已退换,尺寸不符,2026-09-12 16:36:03
O202609000084,U10056,P10002,1,已完成,已支付,1299.00,0.00,1299.00,微信,PC,2026-09-07 02:44:25,2026-09-07 02:48:25,2026-09-07 19:50:25,2026-09-09 04:50:25,0,,,
O202609000085,U10454,P10006,10,已完成,已支付,258.00,28.38,229.62,支付宝,H5,2026-09-08 14:34:48,2026-09-08 15:03:48,2026-09-09 01:40:48,2026-09-11 02:40:48,0,,,
O202609000086,U10217,P10003,1,已取消,未支付,199.00,3.98,195.02,银行卡,小程序,2026-09-09 09:01:06,,,,1,审核通过,不想要了,2026-09-13 09:01:06
O202609000087,U10356,P10014,4,已完成,已支付,2598.00,441.66,2156.34,支付宝,APP,2026-09-14 03:59:38,2026-09-14 04:09:38,2026-09-14 11:17:38,2026-09-15 19:17:38,0,,,
O202609000088,U10181,P10020,8,已支付,已支付,747.00,112.05,634.95,银行卡,APP,2026-09-10 14:35:04,2026-09-10 14:42:04,,,0,,,
O202609000089,U10413,P10003,6,已完成,已支付,199.00,1.99,197.01,微信,APP,2026-09-14 01:54:10,2026-09-14 02:11:10,2026-09-14 19:03:10,2026-09-17 08:03:10,0,,,
O202609000090,U10315,P10002,4,已完成,已支付,2598.00,519.60,2078.40,支付宝,PC,2026-09-03 02:09:24,2026-09-03 02:20:24,2026-09-03 19:32:24,2026-09-05 10:32:24,1,审核通过,质量问题,2026-09-12 10:32:24
O202609000091,U10299,P10011,5,已发货,已支付,4797.00,959.40,3837.60,银行卡,APP,2026-09-11 14:19:15,2026-09-11 14:22:15,2026-09-11 21:23:15,,1,已退换,尺寸不符,2026-09-18 14:19:15
O202609000092,U10312,P10005,3,已取消,未支付,89.90,0.00,89.90,支付宝,小程序,2026-09-01 00:33:36,,,,0,,,
O202609000093,U10273,P10007,2,待支付,未支付,918.00,27.54,890.46,支付宝,APP,2026-09-13 06:37:26,,,,0,,,
O202609000094,U10229,P10014,6,已完成,已支付,1299.00,233.82,1065.18,货到付款,小程序,2026-09-05 02:20:41,2026-09-05 02:33:41,2026-09-05 20:41:41,2026-09-06 08:41:41,0,,,
O202609000095,U10228,P10006,2,已支付,已支付,387.00,77.40,309.60,银行卡,APP,2026-09-09 22:17:30,2026-09-09 22:29:30,,,0,,,
O202609000096,U10374,P10006,3,已发货,已支付,129.00,5.16,123.84,微信,小程序,2026-09-01 09:40:22,2026-09-01 10:09:22,2026-09-02 02:57:22,,0,,,
O202609000097,U10183,P10004,8,已支付,已支付,1797.00,287.52,1509.48,微信,APP,2026-09-12 18:24:50,2026-09-12 18:35:50,,,0,,,
O202609000098,U10228,P10004,5,已完成,已支付,599.00,11.98,587.02,微信,APP,2026-09-04 21:40:44,2026-09-04 21:50:44,2026-09-05 21:52:44,2026-09-06 13:52:44,0,,,
O202609000099,U10049,P10017,8,已退款,已退款,399.00,3.99,395.01,支付宝,小程序,2026-09-06 13:19:23,2026-09-06 13:26:23,,,1,已退换,其他,2026-09-09 13:19:23
O202609000100,U10393,P10017,4,已取消,未支付,1197.00,107.73,1089.27,支付宝,APP,2026-09-01 23:09:50,,,,0,,,
O202609000101,U10141,P10016,7,已完成,已支付,318.00,28.62,289.38,银行卡,H5,2026-09-08 03:44:01,2026-09-08 04:05:01,2026-09-08 22:09:01,2026-09-09 06:09:01,0,,,
O202609000102,U10200,P10013,10,已完成,已支付,259.00,28.49,230.51,银行卡,APP,2026-09-13 12:15:03,2026-09-13 12:25:03,2026-09-14 05:35:03,2026-09-15 01:35:03,0,,,
O202609000103,U10399,P10018,7,已完成,已支付,267.00,10.68,256.32,支付宝,APP,2026-09-12 13:00:19,2026-09-12 13:06:19,2026-09-13 07:23:19,2026-09-14 17:23:19,0,,,
O202609000104,U10417,P10015,10,已发货,已支付,1999.00,79.96,1919.04,微信,APP,2026-09-10 18:21:04,2026-09-10 18:50:04,2026-09-11 18:29:04,,0,,,
O202609000105,U10032,P10004,7,已发货,已支付,599.00,47.92,551.08,银行卡,APP,2026-09-09 07:29:14,2026-09-09 07:42:14,2026-09-09 08:58:14,,0,,,
O202609000106,U10491,P10014,9,已发货,已支付,2598.00,363.72,2234.28,微信,小程序,2026-09-01 01:08:51,2026-09-01 01:19:51,2026-09-01 22:35:51,,0,,,
O202609000107,U10393,P10016,10,已完成,已支付,159.00,14.31,144.69,支付宝,PC,2026-09-14 09:22:49,2026-09-14 09:32:49,2026-09-15 09:47:49,2026-09-16 10:47:49,1,审核通过,描述不符,2026-09-23 10:47:49
O202609000108,U10269,P10002,1,已完成,已支付,2598.00,389.70,2208.30,银行卡,APP,2026-09-07 02:16:48,2026-09-07 02:23:48,2026-09-07 04:18:48,2026-09-09 16:18:48,0,,,
O202609000109,U10468,P10014,8,已完成,已支付,2598.00,207.84,2390.16,微信,PC,2026-09-05 23:28:40,2026-09-05 23:34:40,2026-09-06 06:58:40,2026-09-09 16:58:40,0,,,
O202609000110,U10455,P10004,10,已发货,已支付,1198.00,203.66,994.34,支付宝,APP,2026-09-01 18:06:43,2026-09-01 18:36:43,2026-09-02 11:10:43,,0,,,
O202609000111,U10241,P10020,4,已取消,未支付,249.00,19.92,229.08,微信,APP,2026-09-04 17:34:28,,,,0,,,
O202609000112,U10402,P10013,1,已支付,已支付,777.00,139.86,637.14,支付宝,小程序,2026-09-10 00:09:01,2026-09-10 00:29:01,,,0,,,
O202609000113,U10166,P10005,7,已发货,已支付,89.90,8.99,80.91,支付宝,小程序,2026-09-11 01:49:55,2026-09-11 02:10:55,2026-09-11 18:02:55,,0,,,
O202609000114,U10023,P10013,3,待支付,未支付,518.00,46.62,471.38,货到付款,APP,2026-09-02 14:15:26,,,,0,,,
O202609000115,U10323,P10001,1,已取消,未支付,897.00,134.55,762.45,微信,PC,2026-09-05 05:08:09,,,,0,,,
O202609000116,U10073,P10016,4,已完成,已支付,159.00,22.26,136.74,微信,APP,2026-09-01 23:07:54,2026-09-01 23:12:54,2026-09-02 15:17:54,2026-09-03 05:17:54,0,,,
O202609000117,U10286,P10014,7,已发货,已支付,2598.00,155.88,2442.12,银行卡,小程序,2026-09-03 15:01:58,2026-09-03 15:31:58,2026-09-04 06:22:58,,0,,,
O202609000118,U10073,P10012,10,已退款,已退款,79.00,14.22,64.78,支付宝,小程序,2026-09-01 18:55:38,2026-09-01 19:20:38,,,0,,,
O202609000119,U10283,P10015,10,已支付,已支付,3998.00,519.74,3478.26,银行卡,小程序,2026-09-13 04:48:52,2026-09-13 04:56:52,,,0,,,
O202609000120,U10436,P10006,2,待支付,未支付,258.00,36.12,221.88,支付宝,小程序,2026-09-08 08:09:49,,,,0,,,
O202609000121,U10390,P10020,5,已完成,已支付,249.00,14.94,234.06,支付宝,PC,2026-09-02 20:42:28,2026-09-02 21:04:28,2026-09-03 02:06:28,2026-09-06 18:06:28,0,,,
O202609000122,U10268,P10013,7,已支付,已支付,259.00,2.59,256.41,微信,APP,2026-09-14 13:25:04,2026-09-14 13:34:04,,,0,,,
O202609000123,U10377,P10017,4,已发货,已支付,1197.00,71.82,1125.18,支付宝,APP,2026-09-09 17:58:38,2026-09-09 18:10:38,2026-09-10 17:28:38,,0,,,
O202609000124,U10494,P10006,10,已完成,已支付,129.00,0.00,129.00,微信,APP,2026-09-08 13:31:42,2026-09-08 13:58:42,2026-09-08 19:59:42,2026-09-09 19:59:42,0,,,
O202609000125,U10395,P10002,9,已发货,已支付,3897.00,467.64,3429.36,微信,H5,2026-09-10 22:27:27,2026-09-10 22:31:27,2026-09-11 16:53:27,,0,,,
O202609000126,U10147,P10015,2,已支付,已支付,5997.00,0.00,5997.00,银行卡,小程序,2026-09-08 10:08:55,2026-09-08 10:11:55,,,0,,,
O202609000127,U10437,P10016,9,待支付,未支付,318.00,60.42,257.58,银行卡,小程序,2026-09-05 11:33:29,,,,0,,,
O202609000128,U10401,P10014,7,已发货,已支付,2598.00,519.60,2078.40,银行卡,小程序,2026-09-06 04:50:23,2026-09-06 04:54:23,2026-09-06 19:05:23,,0,,,
O202609000129,U10355,P10004,3,已支付,已支付,599.00,59.90,539.10,银行卡,APP,2026-09-04 22:28:04,2026-09-04 22:48:04,,,0,,,
O202609000130,U10481,P10020,8,已取消,未支付,498.00,34.86,463.14,支付宝,APP,2026-09-07 15:41:43,,,,0,,,
O202609000131,U10257,P10006,3,已退款,已退款,258.00,51.60,206.40,微信,小程序,2026-09-06 11:17:45,2026-09-06 11:25:45,,,0,,,
O202609000132,U10083,P10004,2,已发货,已支付,1797.00,215.64,1581.36,银行卡,小程序,2026-09-07 11:38:53,2026-09-07 12:05:53,2026-09-07 22:48:53,,1,审核通过,不想要了,2026-09-13 11:38:53
O202609000133,U10221,P10008,6,已发货,已支付,119.80,7.19,112.61,银行卡,APP,2026-09-06 15:05:22,2026-09-06 15:13:22,2026-09-06 17:18:22,,0,,,
O202609000134,U10462,P10009,1,已完成,已支付,899.00,35.96,863.04,支付宝,PC,2026-09-01 02:03:29,2026-09-01 02:07:29,2026-09-01 16:28:29,2026-09-03 18:28:29,1,审核通过,其他,2026-09-05 18:28:29
O202609000135,U10274,P10003,8,已发货,已支付,398.00,43.78,354.22,货到付款,PC,2026-09-01 01:42:08,2026-09-01 02:05:08,2026-09-01 05:49:08,,0,,,
O202609000136,U10313,P10019,7,已完成,已支付,699.00,55.92,643.08,银行卡,APP,2026-09-11 02:30:26,2026-09-11 02:50:26,2026-09-11 03:55:26,2026-09-12 22:55:26,1,驳回,描述不符,2026-09-19 22:55:26
O202609000137,U10186,P10020,7,已支付,已支付,747.00,141.93,605.07,微信,PC,2026-09-06 07:40:43,2026-09-06 08:07:43,,,0,,,
O202609000138,U10024,P10007,5,已完成,已支付,459.00,87.21,371.79,货到付款,PC,2026-09-14 12:17:15,2026-09-14 12:30:15,2026-09-15 07:34:15,2026-09-18 01:34:15,1,审核通过,物流损坏,2026-09-20 01:34:15
O202609000139,U10461,P10006,6,已完成,已支付,387.00,0.00,387.00,微信,APP,2026-09-02 02:27:00,2026-09-02 02:32:00,2026-09-02 17:41:00,2026-09-04 15:41:00,0,,,
O202609000140,U10424,P10018,1,已取消,未支付,89.00,17.80,71.20,微信,PC,2026-09-07 09:31:33,,,,0,,,
O202609000141,U10099,P10009,9,已支付,已支付,2697.00,80.91,2616.09,微信,小程序,2026-09-14 05:29:06,2026-09-14 05:43:06,,,0,,,
O202609000142,U10183,P10005,3,已完成,已支付,269.70,2.70,267.00,银行卡,APP,2026-09-11 00:19:33,2026-09-11 00:46:33,2026-09-11 03:23:33,2026-09-14 01:23:33,0,,,
O202609000143,U10341,P10011,2,已发货,已支付,4797.00,767.52,4029.48,微信,PC,2026-09-14 17:42:31,2026-09-14 18:09:31,2026-09-15 18:01:31,,0,,,
O202609000144,U10486,P10011,6,已发货,已支付,1599.00,0.00,1599.00,微信,APP,2026-09-13 03:58:49,2026-09-13 04:16:49,2026-09-13 11:15:49,,0,,,
O202609000145,U10071,P10004,4,待支付,未支付,1198.00,239.60,958.40,支付宝,H5,2026-09-06 21:09:37,,,,0,,,
O202609000146,U10194,P10008,4,已发货,已支付,119.80,2.40,117.40,微信,APP,2026-09-01 11:27:45,2026-09-01 11:43:45,2026-09-02 06:54:45,,0,,,
O202609000147,U10356,P10015,4,已发货,已支付,3998.00,679.66,3318.34,银行卡,APP,2026-09-11 04:27:35,2026-09-11 04:47:35,2026-09-12 04:44:35,,1,申请中,不想要了,2026-09-15 04:27:35
O202609000148,U10200,P10014,8,待支付,未支付,1299.00,194.85,1104.15,银行卡,APP,2026-09-10 09:03:35,,,,0,,,
O202609000149,U10382,P10018,8,已完成,已支付,267.00,45.39,221.61,支付宝,小程序,2026-09-14 08:18:08,2026-09-14 08:32:08,2026-09-14 12:24:08,2026-09-16 01:24:08,0,,,
O202609000150,U10153,P10010,4,已支付,已支付,698.00,118.66,579.34,微信,APP,2026-09-03 21:06:54,2026-09-03 21:09:54,,,0,,,
O202609000151,U10269,P10008,4,已取消,未支付,119.80,0.00,119.80,微信,PC,2026-09-04 13:48:05,,,,1,申请中,其他,2026-09-05 13:48:05
O202609000152,U10187,P10019,5,已取消,未支付,699.00,118.83,580.17,货到付款,小程序,2026-09-11 08:32:14,,,,0,,,
O202609000153,U10305,P10012,2,已完成,已支付,79.00,3.16,75.84,银行卡,小程序,2026-09-08 21:39:32,2026-09-08 22:03:32,2026-09-09 10:01:32,2026-09-12 06:01:32,0,,,
O202609000154,U10147,P10015,6,已完成,已支付,5997.00,599.70,5397.30,支付宝,APP,2026-09-10 10:55:13,2026-09-10 11:05:13,2026-09-10 17:58:13,2026-09-12 12:58:13,1,申请中,尺寸不符,2026-09-17 12:58:13
O202609000155,U10013,P10017,6,已取消,未支付,798.00,151.62,646.38,银行卡,PC,2026-09-10 20:51:15,,,,0,,,
O202609000156,U10133,P10004,2,已完成,已支付,1198.00,143.76,1054.24,支付宝,H5,2026-09-02 07:39:06,2026-09-02 08:01:06,2026-09-03 06:43:06,2026-09-04 05:43:06,0,,,
