C202609000027,U10084,P10011,8,CHATSESS850426,价格活动,1,1,145,1687,0,,2026-09-11 00:52:18,2026-09-11 01:20:25
C202609000028,U10471,P10007,9,CHATSESS405790,商品咨询,7,3,153,316,1,加购,2026-09-08 12:32:48,2026-09-08 12:38:04
C202609000029,U10050,P10012,2,CHATSESS561657,其他,6,5,53,1373,1,加购,2026-09-05 22:26:07,2026-09-05 22:49:00
C202609000030,U10365,P10017,8,CHATSESS371880,商品咨询,4,3,79,1643,1,加购,2026-09-12 06:17:20,2026-09-12 06:44:43
C202609000031,U10329,P10010,3,CHATSESS382979,商品咨询,4,4,121,1768,1,下单,2026-09-03 17:41:00,2026-09-03 18:10:28
C202609000032,U10169,P10017,8,CHATSESS865681,物流查询,7,0,0,283,0,,2026-09-01 22:37:45,2026-09-01 22:42:28
C202609000033,U10029,P10005,3,CHATSESS478600,商品咨询,2,1,182,1193,1,下单,2026-09-05 18:28:35,2026-09-05 18:48:28
C202609000034,U10467,P10015,2,CHATSESS891067,投诉建议,7,3,7,375,0,,2026-09-02 18:58:59,2026-09-02 19:05:14
C202609000035,U10425,P10012,4,CHATSESS356350,物流查询,6,1,260,1124,1,加购,2026-09-13 11:31:16,2026-09-13 11:50:00
C202609000036,U10110,P10003,1,CHATSESS184040,物流查询,3,1,221,955,1,加购,2026-09-10 13:27:15,2026-09-10 13:43:10
C202609000037,U10169,P10019,3,CHATSESS565290,价格活动,6,1,67,1588,0,,2026-09-05 15:38:45,2026-09-05 16:05:13
C202609000038,U10176,P10009,3,CHATSESS868365,物流查询,3,3,227,158,1,加购,2026-09-09 12:34:49,2026-09-09 12:37:27
C202609000039,U10153,P10001,5,CHATSESS539635,售后问题,6,2,122,1349,1,加购,2026-09-02 22:31:27,2026-09-02 22:53:56
C202609000040,U10145,P10018,1,CHATSESS849786,商品咨询,8,2,12,1766,0,,2026-09-06 17:51:36,2026-09-06 18:21:02
C202609000041,U10454,P10020,5,CHATSESS186096,其他,8,0,0,1630,0,,2026-09-03 03:36:15,2026-09-03 04:03:25
C202609000042,U10044,P10017,3,CHATSESS322814,售后问题,5,5,174,1281,0,,2026-09-06 01:52:03,2026-09-06 02:13:24
C202609000043,U10218,P10015,4,CHATSESS310640,物流查询,6,5,241,1017,1,下单,2026-09-08 03:21:27,2026-09-08 03:38:24
C202609000044,U10093,P10014,10,CHATSESS236899,物流查询,4,0,0,501,0,,2026-09-14 08:25:54,2026-09-14 08:34:15
C202609000045,U10225,P10008,3,CHATSESS980133,售后问题,1,0,0,1485,0,,2026-09-13 17:26:18,2026-09-13 17:51:03
C202609000046,U10499,P10019,6,CHATSESS576130,商品咨询,6,4,54,390,0,,2026-09-09 04:44:52,2026-09-09 04:51:22
C202609000047,U10195,P10011,10,CHATSESS744014,售后问题,5,5,151,209,0,,2026-09-10 21:07:48,2026-09-10 21:11:17
C202609000048,U10216,P10008,10,CHATSESS708610,价格活动,6,1,56,374,0,,2026-09-05 02:15:06,2026-09-05 02:21:20
C202609000049,U10097,P10014,1,CHATSESS871255,商品咨询,3,0,0,834,1,加购,2026-09-10 14:45:23,2026-09-10 14:59:17
C202609000050,U10455,P10015,6,CHATSESS139196,商品咨询,4,3,212,804,0,,2026-09-13 04:18:53,2026-09-13 04:32:17
C202609000051,U10088,P10003,9,CHATSESS592293,售后问题,1,1,229,1073,1,加购,2026-09-05 03:03:36,2026-09-05 03:21:29
C202609000052,U10383,P10007,7,CHATSESS422657,投诉建议,7,6,94,532,1,加购,2026-09-09 11:38:28,2026-09-09 11:47:20
C202609000053,U10292,P10015,4,CHATSESS662534,商品咨询,3,0,0,1657,0,,2026-09-10 14:43:21,2026-09-10 15:10:58
C202609000054,U10387,P10001,1,CHATSESS228043,物流查询,4,3,239,332,1,加购,2026-09-11 21:54:36,2026-09-11 22:00:08
C202609000055,U10265,P10003,3,CHATSESS730872,商品咨询,8,1,27,142,1,加购,2026-09-05 07:16:31,2026-09-05 07:18:53
C202609000056,U10093,P10013,8,CHATSESS159669,售后问题,8,5,98,405,1,下单,2026-09-03 01:24:32,2026-09-03 01:31:17
C202609000057,U10164,P10013,1,CHATSESS594223,售后问题,2,1,242,1360,1,下单,2026-09-13 00:49:20,2026-09-13 01:12:00
C202609000058,U10151,P10020,6,CHATSESS803342,售后问题,6,0,0,587,1,加购,2026-09-02 17:08:46,2026-09-02 17:18:33
C202609000059,U10079,P10016,3,CHATSESS340125,价格活动,1,1,130,690,1,加购,2026-09-01 20:48:02,2026-09-01 20:59:32
C202609000060,U10193,P10008,3,CHATSESS652947,商品咨询,6,5,206,173,0,,2026-09-12 07:22:24,2026-09-12 07:25:17
C202609000061,U10007,P10011,3,CHATSESS211729,商品咨询,5,4,81,1273,0,,2026-09-05 22:20:15,2026-09-05 22:41:28
C202609000062,U10307,P10012,1,CHATSESS695635,商品咨询,5,4,292,666,1,加购,2026-09-11 20:45:33,2026-09-11 20:56:39
C202609000063,U10138,P10006,6,CHATSESS367156,其他,2,0,0,1430,1,下单,2026-09-07 21:36:08,2026-09-07 21:59:58
C202609000064,U10493,P10020,5,CHATSESS385365,物流查询,3,2,34,1015,0,,2026-09-05 21:28:29,2026-09-05 21:45:24
C202609000065,U10363,P10019,5,CHATSESS384701,售后问题,8,8,269,1671,0,,2026-09-09 19:50:23,2026-09-09 20:18:14
C202609000066,U10426,P10020,10,CHATSESS999440,物流查询,6,0,0,985,1,加购,2026-09-05 13:12:49,2026-09-05 13:29:14
C202609000067,U10425,P10018,7,CHATSESS365338,商品咨询,5,2,220,717,1,加购,2026-09-13 11:58:04,2026-09-13 12:10:01
C202609000068,U10338,P10008,10,CHATSESS481401,商品咨询,6,1,96,645,0,,2026-09-04 03:07:40,2026-09-04 03:18:25
C202609000069,U10100,P10012,5,CHATSESS677991,商品咨询,2,1,112,38,1,加购,2026-09-10 07:14:07,2026-09-10 07:14:45
C202609000070,U10250,P10012,2,CHATSESS581097,商品咨询,4,2,142,1247,1,加购,2026-09-13 20:16:58,2026-09-13 20:37:45
C202609000071,U10013,P10005,4,CHATSESS462418,价格活动,8,6,299,146,0,,2026-09-04 02:07:22,2026-09-04 02:09:48
C202609000072,U10462,P10006,6,CHATSESS588354,物流查询,8,7,247,418,1,加购,2026-09-13 10:50:15,2026-09-13 10:57:13
C202609000073,U10492,P10012,8,CHATSESS480551,售后问题,7,2,46,224,1,下单,2026-09-06 17:10:30,2026-09-06 17:14:14
C202609000074,U10214,P10002,6,CHATSESS104435,商品咨询,2,2,262,1258,0,,2026-09-07 05:42:39,2026-09-07 06:03:37
C202609000075,U10326,P10012,6,CHATSESS219675,商品咨询,6,3,92,1460,0,,2026-09-11 12:25:19,2026-09-11 12:49:39
C202609000076,U10443,P10007,3,CHATSESS240937,价格活动,7,1,146,1095,0,,2026-09-08 15:58:47,2026-09-08 16:17:02
C202609000077,U10111,P10002,9,CHATSESS777337,售后问题,1,1,155,1692,0,,2026-09-08 20:40:54,2026-09-08 21:09:06
C202609000078,U10310,P10013,7,CHATSESS397391,商品咨询,4,1,214,1024,0,,2026-09-04 06:35:10,2026-09-04 06:52:14
C202609000079,U10170,P10005,2,CHATSESS448689,商品咨询,1,1,109,1462,0,,2026-09-09 20:47:43,2026-09-09 21:12:05
C202609000080,U10011,P10002,5,CHATSESS719995,其他,8,0,0,395,0,,2026-09-07 14:34:46,2026-09-07 14:41:21
C202609000081,U10485,P10016,8,CHATSESS201664,投诉建议,5,4,259,859,0,,2026-09-04 18:37:33,2026-09-04 18:51:52
C202609000082,U10466,P10008,2,CHATSESS887587,物流查询,4,2,200,885,0,,2026-09-07 06:44:40,2026-09-07 06:59:25
C202609000083,U10263,P10007,1,CHATSESS330723,商品咨询,6,3,150,1054,0,,2026-09-04 01:07:54,2026-09-04 01:25:28
C202609000084,U10413,P10014,6,CHATSESS116987,售后问题,3,0,0,273,1,加购,2026-09-03 17:55:43,2026-09-03 18:00:16
C202609000085,U10041,P10011,9,CHATSESS165247,投诉建议,6,3,86,942,1,加购,2026-09-06 07:21:48,2026-09-06 07:37:30
C202609000086,U10315,P10004,2,CHATSESS927210,商品咨询,5,4,208,177,0,,2026-09-09 08:13:34,2026-09-09 08:16:31
C202609000087,U10252,P10002,2,CHATSESS253924,物流查询,8,5,257,996,1,加购,2026-09-01 09:29:11,2026-09-01 09:45:47
C202609000088,U10294,P10017,1,CHATSESS994812,投诉建议,2,2,62,981,1,下单,2026-09-09 03:00:11,2026-09-09 03:16:32
C202609000089,U10464,P10007,3,CHATSESS830726,商品咨询,3,3,202,763,0,,2026-09-01 23:33:12,2026-09-01 23:45:55
C202609000090,U10109,P10013,2,CHATSESS700690,商品咨询,7,7,61,1141,0,,2026-09-06 12:45:36,2026-09-06 13:04:37
C202609000091,U10303,P10019,8,CHATSESS794134,价格活动,4,1,258,278,1,加购,2026-09-02 21:09:45,2026-09-02 21:14:23
C202609000092,U10416,P10004,4,CHATSESS233941,物流查询,2,2,74,893,1,加购,2026-09-05 13:33:18,2026-09-05 13:48:11
C202609000093,U10232,P10020,5,CHATSESS685504,价格活动,1,1,227,1101,0,,2026-09-12 03:24:27,2026-09-12 03:42:48
C202609000094,U10245,P10001,8,CHATSESS537735,物流查询,2,0,0,233,1,加购,2026-09-02 19:27:55,2026-09-02 19:31:48
C202609000095,U10042,P10014,4,CHATSESS457845,物流查询,5,3,245,101,0,,2026-09-14 00:49:01,2026-09-14 00:50:42
C202609000096,U10464,P10018,2,CHATSESS938593,物流查询,5,1,95,526,1,加购,2026-09-07 01:20:41,2026-09-07 01:29:27
C202609000097,U10080,P10010,1,CHATSESS625338,售后问题,3,1,248,1335,1,加购,2026-09-01 03:06:35,2026-09-01 03:28:50
C202609000098,U10270,P10014,8,CHATSESS255605,物流查询,6,4,191,776,1,加购,2026-09-12 04:20:10,2026-09-12 04:33:06
C202609000099,U10252,P10009,2,CHATSESS741917,物流查询,6,3,272,140,1,加购,2026-09-01 22:33:22,2026-09-01 22:35:42
C202609000100,U10081,P10004,5,CHATSESS527244,价格活动,4,2,165,981,0,,2026-09-01 16:39:44,2026-09-01 16:56:05
C202609000101,U10440,P10008,10,CHATSESS364501,物流查询,2,0,0,1072,0,,2026-09-05 20:59:07,2026-09-05 21:16:59
C202609000102,U10500,P10011,8,CHATSESS199500,售后问题,6,3,92,1637,1,下单,2026-09-05 12:41:54,2026-09-05 13:09:11
C202609000103,U10026,P10017,9,CHATSESS692757,价格活动,1,1,153,1171,0,,2026-09-06 14:11:45,2026-09-06 14:31:16
C202609000104,U10272,P10018,9,CHATSESS638996,商品咨询,7,1,186,1272,0,,2026-09-06 03:53:40,2026-09-06 04:14:52
C202609000105,U10281,P10013,4,CHATSESS446111,售后问题,4,3,179,783,0,,2026-09-07 14:55:17,2026-09-07 15:08:20
C202609000106,U10048,P10016,3,CHATSESS668472,物流查询,4,0,0,1088,1,下单,2026-09-04 11:44:12,2026-09-04 12:02:20
C202609000107,U10062,P10010,10,CHATSESS732268,物流查询,1,1,28,269,0,,2026-09-05 22:43:36,2026-09-05 22:48:05
C202609000108,U10233,P10002,9,CHATSESS885497,物流查询,6,4,187,624,0,,2026-09-08 02:54:15,2026-09-08 03:04:39
C202609000109,U10386,P10012,6,CHATSESS780746,物流查询,7,6,90,1191,0,,2026-09-02 07:45:45,2026-09-02 08:05:36
C202609000110,U10141,P10001,10,CHATSESS451109,商品咨询,7,3,220,1395,0,,2026-09-06 20:54:52,2026-09-06 21:18:07
C202609000111,U10029,P10005,1,CHATSESS770052,售后问题,4,1,212,595,1,加购,2026-09-12 09:00:54,2026-09-12 09:10:49
C202609000112,U10500,P10017,4,CHATSESS277551,商品咨询,6,0,0,1199,0,,2026-09-08 18:33:02,2026-09-08 18:53:01
C202609000113,U10358,P10015,1,CHATSESS978359,价格活动,8,0,0,224,0,,2026-09-01 19:15:57,2026-09-01 19:19:41
C202609000114,U10370,P10019,7,CHATSESS103693,商品咨询,7,2,166,850,0,,2026-09-08 07:56:36,2026-09-08 08:10:46
C202609000115,U10094,P10018,5,CHATSESS722222,物流查询,5,0,0,1291,0,,2026-09-07 04:39:37,2026-09-07 05:01:08
C202609000116,U10227,P10014,5,CHATSESS969209,价格活动,6,0,0,978,0,,2026-09-14 08:55:29,2026-09-14 09:11:47
C202609000117,U10149,P10009,4,CHATSESS892852,物流查询,6,1,32,1301,0,,2026-09-08 17:56:05,2026-09-08 18:17:46
C202609000118,U10183,P10012,6,CHATSESS505571,商品咨询,7,3,235,1308,1,加购,2026-09-06 09:21:19,2026-09-06 09:43:07
C202609000119,U10155,P10018,5,CHATSESS526163,价格活动,5,3,133,59,0,,2026-09-02 13:26:43,2026-09-02 13:27:42
C202609000120,U10249,P10018,3,CHATSESS620911,商品咨询,6,3,157,314,1,加购,2026-09-03 11:54:33,2026-09-03 11:59:47
C202609000121,U10450,P10015,10,CHATSESS367080,商品咨询,1,1,52,1414,0,,2026-09-12 14:16:37,2026-09-12 14:40:11
C202609000122,U10200,P10016,4,CHATSESS431298,物流查询,6,0,0,95,0,,2026-09-01 02:50:32,2026-09-01 02:52:07
C202609000123,U10100,P10008,2,CHATSESS914723,商品咨询,8,8,50,213,0,,2026-09-11 11:08:22,2026-09-11 11:11:55
C202609000124,U10139,P10001,1,CHATSESS284261,其他,2,2,146,101,0,,2026-09-11 14:07:44,2026-09-11 14:09:25
C202609000125,U10119,P10011,7,CHATSESS323268,其他,6,1,258,1426,0,,2026-09-11 08:31:01,2026-09-11 08:54:47
C202609000126,U10061,P10018,7,CHATSESS430052,商品咨询,5,1,109,532,0,,2026-09-07 06:24:24,2026-09-07 06:33:16
C202609000127,U10320,P10002,6,CHATSESS675848,商品咨询,8,0,0,1600,0,,2026-09-08 12:36:14,2026-09-08 13:02:54
C202609000128,U10186,P10019,6,CHATSESS993021,物流查询,2,1,217,915,1,加购,2026-09-08 13:26:03,2026-09-08 13:41:18
C202609000129,U10492,P10011,9,CHATSESS822868,售后问题,8,0,0,213,1,加购,2026-09-05 01:11:44,2026-09-05 01:15:17
C202609000130,U10146,P10017,5,CHATSESS609909,物流查询,6,5,234,575,0,,2026-09-06 16:51:02,2026-09-06 17:00:37
C202609000131,U10163,P10005,7,CHATSESS190693,物流查询,4,0,0,982,0,,2026-09-12 08:05:27,2026-09-12 08:21:49
C202609000132,U10428,P10020,6,CHATSESS210674,投诉建议,5,1,229,1231,0,,2026-09-11 14:33:42,2026-09-11 14:54:13
C202609000133,U10232,P10017,10,CHATSESS674405,商品咨询,2,2,29,983,1,下单,2026-09-03 10:01:01,2026-09-03 10:17:24
C202609000134,U10124,P10001,10,CHATSESS983174,物流查询,6,0,0,1486,0,,2026-09-12 04:57:50,2026-09-12 05:22:36
C202609000135,U10204,P10008,2,CHATSESS113320,商品咨询,8,5,101,1127,0,,2026-09-06 20:30:59,2026-09-06 20:49:46
C202609000136,U10207,P10016,8,CHATSESS651849,商品咨询,6,0,0,1537,0,,2026-09-11 12:24:56,2026-09-11 12:50:33
C202609000137,U10387,P10007,7,CHATSESS975062,投诉建议,2,1,26,314,0,,2026-09-03 09:58:27,2026-09-03 10:03:41
C202609000138,U10020,P10009,9,CHATSESS509675,物流查询,4,4,100,1580,0,,2026-09-04 11:14:31,2026-09-04 11:40:51
C202609000139,U10384,P10013,9,CHATSESS260141,商品咨询,3,1,74,1566,0,,2026-09-12 02:16:42,2026-09-12 02:42:48
C202609000140,U10297,P10014,7,CHATSESS565883,商品咨询,7,4,146,867,0,,2026-09-04 20:47:53,2026-09-04 21:02:20
C202609000141,U10339,P10019,3,CHATSESS791339,商品咨询,2,2,185,1263,1,下单,2026-09-10 10:35:40,2026-09-10 10:56:43
C202609000142,U10116,P10004,2,CHATSESS761593,商品咨询,2,1,78,755,0,,2026-09-03 16:57:11,2026-09-03 17:09:46
C202609000143,U10428,P10004,3,CHATSESS908419,其他,7,3,45,602,0,,2026-09-03 04:10:53,2026-09-03 04:20:55
C202609000144,U10223,P10012,4,CHATSESS425477,价格活动,2,0,0,93,0,,2026-09-02 09:00:24,2026-09-02 09:01:57
C202609000145,U10249,P10014,4,CHATSESS301472,投诉建议,5,3,144,1442,0,,2026-09-12 22:12:02,2026-09-12 22:36:04
C202609000146,U10220,P10015,2,CHATSESS731177,物流查询,4,4,196,398,0,,2026-09-11 20:08:37,2026-09-11 20:15:15
C202609000147,U10178,P10017,2,CHATSESS744427,商品咨询,5,5,193,888,1,加购,2026-09-12 04:52:16,2026-09-12 05:07:04
C202609000148,U10341,P10013,7,CHATSESS777248,售后问题,4,3,269,801,0,,2026-09-02 09:06:48,2026-09-02 09:20:09
C202609000149,U10029,P10002,8,CHATSESS765336,物流查询,3,3,284,1385,0,,2026-09-11 08:41:40,2026-09-11 09:04:45
C202609000150,U10113,P10003,9,CHATSESS862511,价格活动,3,1,33,516,0,,2026-09-13 01:48:58,2026-09-13 01:57:34
C202609000151,U10023,P10008,10,CHATSESS899396,售后问题,1,0,0,146,1,加购,2026-09-08 12:34:26,2026-09-08 12:36:52
C202609000152,U10292,P10001,2,CHATSESS516456,商品咨询,5,5,23,739,0,,2026-09-07 16:41:57,2026-09-07 16:54:16
C202609000153,U10229,P10015,4,CHATSESS978480,商品咨询,3,3,10,897,0,,2026-09-12 09:55:02,2026-09-12 10:09:59
C202609000154,U10498,P10016,9,CHATSESS663498,价格活动,4,1,208,783,1,加购,2026-09-11 17:32:34,2026-09-11 17:45:37
C202609000155,U10048,P10008,10,CHATSESS125830,商品咨询,6,6,41,1278,0,,2026-09-12 07:23:47,2026-09-12 07:45:05
C202609000156,U10270,P10013,3,CHATSESS647412,物流查询,2,0,0,1109,0,,2026-09-09 07:15:48,2026-09-09 07:34:17
C202609000157,U10170,P10011,6,CHATSESS126685,商品咨询,4,0,0,1011,0,,2026-09-12 09:25:31,2026-09-12 09:42:22
C202609000158,U10479,P10018,6,CHATSESS197731,商品咨询,4,4,93,322,0,,2026-09-11 07:32:53,2026-09-11 07:38:15
C202609000159,U10049,P10017,10,CHATSESS741336,物流查询,3,1,206,854,0,,2026-09-04 20:40:29,2026-09-04 20:54:43
C202609000160,U10012,P10015,2,CHATSESS369419,售后问题,8,2,42,1539,0,,2026-09-13 23:58:35,2026-09-14 00:24:14
C202609000161,U10309,P10010,6,CHATSESS571892,价格活动,4,4,50,1423,1,加购,2026-09-01 20:18:14,2026-09-01 20:41:57
C202609000162,U10461,P10005,1,CHATSESS600831,售后问题,6,5,146,1600,1,下单,2026-09-10 03:06:08,2026-09-10 03:32:48
C202609000163,U10427,P10020,10,CHATSESS431309,物流查询,2,2,15,288,0,,2026-09-02 12:38:02,2026-09-02 12:42:50
C202609000164,U10464,P10003,4,CHATSESS760654,商品咨询,5,5,270,963,1,加购,2026-09-11 16:31:36,2026-09-11 16:47:39
C202609000165,U10449,P10016,2,CHATSESS179873,商品咨询,6,6,128,928,0,,2026-09-05 14:48:22,2026-09-05 15:03:50
C202609000166,U10445,P10020,2,CHATSESS156450,物流查询,5,4,7,947,0,,2026-09-02 15:53:11,2026-09-02 16:08:58
C202609000167,U10252,P10014,3,CHATSESS727353,售后问题,8,8,141,1584,0,,2026-09-08 16:17:38,2026-09-08 16:44:02
C202609000168,U10439,P10017,5,CHATSESS401687,投诉建议,4,3,125,1602,0,,2026-09-06 18:22:21,2026-09-06 18:49:03
C202609000169,U10031,P10019,2,CHATSESS403066,物流查询,5,4,172,913,0,,2026-09-14 21:11:40,2026-09-14 21:26:53
C202609000170,U10386,P10006,1,CHATSESS383265,商品咨询,8,0,0,1761,0,,2026-09-01 08:53:49,2026-09-01 09:23:10
C202609000171,U10142,P10006,7,CHATSESS448949,商品咨询,6,1,16,1344,0,,2026-09-14 00:27:07,2026-09-14 00:49:31
C202609000172,U10324,P10015,6,CHATSESS452693,售后问题,8,8,34,766,1,加购,2026-09-03 02:12:49,2026-09-03 02:25:35
C202609000173,U10194,P10018,1,CHATSESS855542,商品咨询,8,8,232,692,0,,2026-09-11 17:46:00,2026-09-11 17:57:32
C202609000174,U10444,P10004,8,CHATSESS138174,物流查询,8,0,0,118,0,,2026-09-04 21:35:45,2026-09-04 21:37:43
C202609000175,U10466,P10016,10,CHATSESS796852,物流查询,4,3,153,355,1,加购,2026-09-07 12:23:17,2026-09-07 12:29:12
C202609000176,U10324,P10008,4,CHATSESS243958,商品咨询,2,2,33,1572,0,,2026-09-11 09:23:04,2026-09-11 09:49:16
C202609000177,U10442,P10006,3,CHATSESS271439,其他,8,4,28,60,1,下单,2026-09-14 20:31:04,2026-09-14 20:32:04
C202609000178,U10355,P10013,6,CHATSESS969828,价格活动,4,1,276,496,0,,2026-09-03 20:07:12,2026-09-03 20:15:28
C202609000179,U10139,P10014,7,CHATSESS166060,价格活动,5,5,99,1422,0,,2026-09-07 17:40:10,2026-09-07 18:03:52
C202609000180,U10374,P10002,1,CHATSESS355779,投诉建议,2,2,259,421,1,加购,2026-09-07 16:40:43,2026-09-07 16:47:44
C202609000181,U10027,P10010,2,CHATSESS198659,商品咨询,6,4,206,204,0,,2026-09-07 05:27:17,2026-09-07 05:30:41
C202609000182,U10207,P10010,9,CHATSESS712049,售后问题,6,1,44,1086,0,,2026-09-02 19:04:35,2026-09-02 19:22:41
C202609000183,U10127,P10018,2,CHATSESS974664,其他,3,1,84,755,1,加购,2026-09-08 23:05:58,2026-09-08 23:18:33
C202609000184,U10289,P10008,1,CHATSESS931241,商品咨询,7,2,20,949,1,下单,2026-09-10 17:59:01,2026-09-10 18:14:50
C202609000185,U10253,P10014,6,CHATSESS810512,物流查询,8,5,216,593,1,下单,2026-09-13 08:21:31,2026-09-13 08:31:24
C202609000186,U10422,P10009,2,CHATSESS328054,售后问题,1,1,31,1164,0,,2026-09-10 00:29:09,2026-09-10 00:48:33
C202609000187,U10058,P10020,8,CHATSESS555266,物流查询,7,0,0,225,1,下单,2026-09-07 21:03:57,2026-09-07 21:07:42
C202609000188,U10345,P10012,1,CHATSESS179024,商品咨询,7,7,193,357,0,,2026-09-06 16:59:58,2026-09-06 17:05:55
C202609000189,U10064,P10013,5,CHATSESS862877,物流查询,7,6,7,994,1,下单,2026-09-13 05:38:15,2026-09-13 05:54:49
C202609000190,U10446,P10020,3,CHATSESS214344,商品咨询,1,0,0,921,0,,2026-09-09 02:24:27,2026-09-09 02:39:48
C202609000191,U10040,P10002,3,CHATSESS977513,物流查询,4,1,77,513,0,,2026-09-09 22:43:45,2026-09-09 22:52:18
C202609000192,U10036,P10001,2,CHATSESS378502,物流查询,8,0,0,343,1,加购,2026-09-09 07:38:56,2026-09-09 07:44:39
C202609000193,U10164,P10010,5,CHATSESS139265,商品咨询,1,0,0,1333,1,下单,2026-09-02 19:47:43,2026-09-02 20:09:56
C202609000194,U10198,P10003,1,CHATSESS190934,商品咨询,5,3,30,742,0,,2026-09-13 09:36:28,2026-09-13 09:48:50
C202609000195,U10058,P10002,7,CHATSESS220797,物流查询,7,5,67,493,0,,2026-09-08 06:29:24,2026-09-08 06:37:37
C202609000196,U10231,P10006,6,CHATSESS808893,商品咨询,7,4,234,891,0,,2026-09-06 20:01:38,2026-09-06 20:16:29
C202609000197,U10028,P10005,9,CHATSESS402170,价格活动,4,4,291,94,0,,2026-09-14 18:38:56,2026-09-14 18:40:30
C202609000198,U10343,P10016,8,CHATSESS470200,商品咨询,3,1,251,1017,1,下单,2026-09-05 12:39:15,2026-09-05 12:56:12
C202609000199,U10002,P10017,7,CHATSESS516591,物流查询,7,4,199,716,1,加购,2026-09-03 22:33:06,2026-09-03 22:45:02
C202609000200,U10293,P10017,7,CHATSESS787709,商品咨询,5,4,171,1452,1,下单,2026-09-06 19:43:52,2026-09-06 20:08:04
C202609000201,U10282,P10015,8,CHATSESS183741,售后问题,1,1,116,1787,0,,2026-09-13 12:54:21,2026-09-13 13:24:08
C202609000202,U10096,P10006,8,CHATSESS201431,物流查询,7,7,236,1368,1,下单,2026-09-02 19:06:26,2026-09-02 19:29:14
C202609000203,U10084,P10001,4,CHATSESS811967,价格活动,8,8,9,689,0,,2026-09-14 17:17:49,2026-09-14 17:29:18
C202609000204,U10291,P10013,8,CHATSESS142033,其他,7,0,0,89,0,,2026-09-02 16:58:06,2026-09-02 16:59:35
